pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_disc,pl_status,pl_mnum
Kepler-321,c,Transit,2,13.093921,0.000024,-0.000024,0,0.11,,,0,,,,,,,,,,,,,0.207,0.04,-0.04,0,,,,,,,,,0,1,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,,,,,,,,,5740,100,0,0,1.01,,0,0,1.19,0.23,0,0,,,Kepler-321 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.32,0.45,-0.45,0,0.021,0.004,-0.004,0,,,,,0.0892,0.0013,-0.0013,0,2454977.524,0.00109,-0.00109,0,2014,3,0
Kepler-322,b,Transit,2,1.653888,0.000006,-0.000006,0,0.027,,,0,,,,,,,,,,,,,0.09,0.01,-0.01,0,,,,,,,,,0,1,18h45m23.72s,281.348816,+44d17m42.9s,44.295242,,,,,,,,,5388,100,0,0,0.91,,0,0,0.89,0.1,0,0,,,Kepler-322 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.01,0.11,-0.11,0,0.009,0.001,-0.001,0,,,,,0.0697,0.0027,-0.0027,0,2454965.192,0.00236,-0.00236,0,2014,3,0
Kepler-322,c,Transit,2,4.337234,0.000009,-0.000009,0,0.051,,,0,,,,,,,,,,,,,0.149,0.016,-0.016,0,,,,,,,,,0,1,18h45m23.72s,281.348816,+44d17m42.9s,44.295242,,,,,,,,,5388,100,0,0,0.91,,0,0,0.89,0.1,0,0,,,Kepler-322 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.67,0.18,-0.18,0,0.015,0.002,-0.002,0,,,,,0.1023,0.0015,-0.0015,0,2454965.85,0.00123,-0.00123,0,2014,3,0
Kepler-323,b,Transit,2,1.678327,0.000003,-0.000003,0,0.028,,,0,,,,,,,,,,,,,0.128,0.025,-0.025,0,,,,,,,,,0,1,19h25m31.74s,291.382233,+38d07m38.9s,38.127472,,,,,,,,,5987,150,0,0,1.09,,0,0,1.18,0.23,0,0,,,Kepler-323 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.43,0.28,-0.28,0,0.013,0.003,-0.003,0,,,,,0.0983,0.0014,-0.0014,0,2454969.053,0.00109,-0.00109,0,2014,3,0
Kepler-323,c,Transit,2,3.553822,0.000008,-0.000008,0,0.046,,,0,,,,,,,,,,,,,0.145,0.029,-0.029,0,,,,,,,,,0,1,19h25m31.74s,291.382233,+38d07m38.9s,38.127472,,,,,,,,,5987,150,0,0,1.09,,0,0,1.18,0.23,0,0,,,Kepler-323 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.63,0.32,-0.32,0,0.015,0.003,-0.003,0,,,,,0.1271,0.0015,-0.0015,0,2454967.641,0.00133,-0.00133,0,2014,3,0
Kepler-324,b,Transit,2,4.385315,0.000025,-0.000025,0,0.05,,,0,,,,,,,,,,,,,0.102,0.01,-0.01,0,,,,,,,,,0,1,19h05m53.15s,286.471466,+49d38m56.5s,49.649021,,,,,,,,,5194,100,0,0,0.86,,0,0,0.84,0.07,0,0,,,Kepler-324 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.14,0.11,-0.11,0,0.011,0.001,-0.001,0,,,,,0.1037,0.0043,-0.0043,0,2454972.227,0.00313,-0.00313,0,2014,3,0
Kepler-324,c,Transit,2,51.805612,0.000314,-0.000314,0,0.26,,,0,,,,,,,,,,,,,0.281,0.029,-0.029,0,,,,,,,,,0,1,19h05m53.15s,286.471466,+49d38m56.5s,49.649021,,,,,,,,,5194,100,0,0,0.86,,0,0,0.84,0.07,0,0,,,Kepler-324 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.15,0.33,-0.33,0,0.029,0.003,-0.003,0,,,,,0.2745,0.0063,-0.0063,0,2455016,0.00291,-0.00291,0,2014,3,0
Kepler-325,b,Transit,3,4.544439,0.000008,-0.000008,0,0.053,,,0,,,,,,,,,,,,,0.26,0.128,-0.128,0,,,,,,,,,0,1,19h19m20.51s,289.835449,+49d49m32.3s,49.825626,,,,,,,,,5752,200,0,0,0.87,,0,0,1,0.5,0,0,,,Kepler-325 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.91,1.44,-1.44,0,0.027,0.013,-0.013,0,,,,,0.0732,0.0016,-0.0016,0,2454967.9,0.00104,-0.00104,0,2014,3,0
Kepler-325,c,Transit,3,12.762172,0.000064,-0.000064,0,0.105,,,0,,,,,,,,,,,,,0.227,0.112,-0.112,0,,,,,,,,,0,1,19h19m20.51s,289.835449,+49d49m32.3s,49.825626,,,,,,,,,5752,200,0,0,0.87,,0,0,1,0.5,0,0,,,Kepler-325 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.54,1.26,-1.26,0,0.023,0.012,-0.012,0,,,,,0.0766,0.0043,-0.0043,0,2454976.73,0.00342,-0.00342,0,2014,3,0
Kepler-325,d,Transit,3,38.715185,0.00022,-0.00022,0,0.22,,,0,,,,,,,,,,,,,0.249,0.124,-0.124,0,,,,,,,,,0,1,19h19m20.51s,289.835449,+49d49m32.3s,49.825626,,,,,,,,,5752,200,0,0,0.87,,0,0,1,0.5,0,0,,,Kepler-325 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.79,1.39,-1.39,0,0.026,0.013,-0.013,0,,,,,0.1441,0.0047,-0.0047,0,2454967.031,0.00307,-0.00307,0,2014,3,0
Kepler-326,b,Transit,3,2.248329,0.000004,-0.000004,0,0.032,,,0,,,,,,,,,,,,,0.136,0.014,-0.014,0,,,,,,,,,0,1,19h37m18.13s,294.325531,+46d00m08.1s,46.002254,,,,,,,,,5105,100,0,0,0.98,,0,0,0.8,0.05,0,0,,,Kepler-326 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.52,0.16,-0.16,0,0.014,0.002,-0.002,0,,,,,0.0863,0.0013,-0.0013,0,2454966.424,0.00115,-0.00115,0,2014,3,0
Kepler-326,c,Transit,3,4.580358,0.00001,-0.00001,0,0.051,,,0,,,,,,,,,,,,,0.125,0.009,-0.009,0,,,,,,,,,0,1,19h37m18.13s,294.325531,+46d00m08.1s,46.002254,,,,,,,,,5105,100,0,0,0.98,,0,0,0.8,0.05,0,0,,,Kepler-326 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.4,0.1,-0.1,0,0.013,0.001,-0.001,0,,,,,0.0892,0.0017,-0.0017,0,2454967.076,0.00134,-0.00134,0,2014,3,0
Kepler-326,d,Transit,3,6.766888,0.000023,-0.000023,0,0.066,,,0,,,,,,,,,,,,,0.108,0.008,-0.008,0,,,,,,,,,0,1,19h37m18.13s,294.325531,+46d00m08.1s,46.002254,,,,,,,,,5105,100,0,0,0.98,,0,0,0.8,0.05,0,0,,,Kepler-326 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.21,0.09,-0.09,0,0.011,0.001,-0.001,0,,,,,0.068,0.0027,-0.0027,0,2454969.616,0.00219,-0.00219,0,2014,3,0
Kepler-327,b,Transit,3,2.549575,0.000006,-0.000006,0,0.029,,,0,,,,,,,,,,,,,0.099,0.004,-0.004,0,,,,,,,,,0,1,19h30m34.17s,292.642365,+44d05m15.6s,44.087673,,,,,,,,,3799,100,0,0,0.55,,0,0,0.49,0.02,0,0,,,Kepler-327 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.11,0.05,-0.05,0,0.01,0.001,-0.001,0,,,,,0.0695,0.0018,-0.0018,0,2454965.605,0.00128,-0.00128,0,2014,3,0
Kepler-327,c,Transit,3,5.212333,0.000019,-0.000019,0,0.047,,,0,,,,,,,,,,,,,0.092,0.004,-0.004,0,,,,,,,,,0,1,19h30m34.17s,292.642365,+44d05m15.6s,44.087673,,,,,,,,,3799,100,0,0,0.55,,0,0,0.49,0.02,0,0,,,Kepler-327 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.03,0.05,-0.05,0,0.009,0.001,-0.001,0,,,,,0.0887,0.0027,-0.0027,0,2454965.707,0.00219,-0.00219,0,2014,3,0
Kepler-327,d,Transit,3,13.969457,0.000031,-0.000031,0,0.09,,,0,,,,,,,,,,,,,0.154,0.009,-0.009,0,,,,,,,,,0,1,19h30m34.17s,292.642365,+44d05m15.6s,44.087673,,,,,,,,,3799,100,0,0,0.55,,0,0,0.49,0.02,0,0,,,Kepler-327 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.73,0.1,-0.1,0,0.016,0.001,-0.001,0,,,,,0.0587,0.0025,-0.0025,0,2454965.171,0.00126,-0.00126,0,2014,3,0
Kepler-328,b,Transit,2,34.921,,,0,,,,,,,,,0.09,0.041,-0.039,0,,,,,0.205,0.086,-0.021,0,,,,,,,,,1,1,19h43m14.23s,295.809296,+40d00m30.6s,40.008503,,,,,,,,,5914,,0,0,1.15,0.22,0,0,1.06,0.44,0,0,,,Kepler-328 b,1,0,0,0,0,0,,,,,,,,,,,,,28.5,12.9,-12.3,0,,,,,2.3,0.96,-0.23,0,0.021,0.009,-0.002,0,,,,,,,,,,,,,2013,3,0
Kepler-328,c,Transit,2,71.312,,,0,,,,,,,,,0.124,0.043,-0.04,0,,,,,0.482,0.2,-0.048,0,,,,,,,,,1,1,19h43m14.23s,295.809296,+40d00m30.6s,40.008503,,,,,,,,,5914,,0,0,1.15,0.22,0,0,1.06,0.44,0,0,,,Kepler-328 c,1,0,0,0,0,0,,,,,,,,,,,,,39.4,13.6,-12.6,0,,,,,5.4,2.24,-0.54,0,0.05,0.021,-0.005,0,,,,,,,,,,,,,2013,3,0
Kepler-329,b,Transit,2,7.416397,0.000046,-0.000046,0,0.061,,,0,,,,,,,,,,,,,0.125,0.022,-0.022,0,,,,,,,,,0,1,19h57m04.33s,299.268036,+45d13m38.7s,45.227428,,,,,,,,,4257,200,0,0,0.53,,0,0,0.52,0.05,0,0,,,Kepler-329 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.4,0.25,-0.25,0,0.013,0.002,-0.002,0,,,,,0.0903,0.0041,-0.0041,0,2454968.853,0.00402,-0.00402,0,2014,3,0
Kepler-329,c,Transit,2,18.684737,0.000089,-0.000089,0,0.113,,,0,,,,,,,,,,,,,0.172,0.026,-0.026,0,,,,,,,,,0,1,19h57m04.33s,299.268036,+45d13m38.7s,45.227428,,,,,,,,,4257,200,0,0,0.53,,0,0,0.52,0.05,0,0,,,Kepler-329 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.93,0.29,-0.29,0,0.018,0.003,-0.003,0,,,,,0.1645,0.0036,-0.0036,0,2454969.148,0.00273,-0.00273,0,2014,3,0
Kepler-330,b,Transit,2,8.25978,0.000076,-0.000076,0,0.075,,,0,,,,,,,,,,,,,0.12,0.047,-0.047,0,,,,,,,,,0,1,19h13m47.37s,288.447388,+44d48m06.1s,44.801685,,,,,,,,,5117,200,0,0,0.78,,0,0,0.72,0.27,0,0,,,Kepler-330 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.35,0.53,-0.53,0,0.012,0.005,-0.005,0,,,,,0.1252,0.0084,-0.0084,0,2454986.983,0.0066,-0.0066,0,2014,3,0
Kepler-330,c,Transit,2,15.955387,0.000076,-0.000076,0,0.116,,,0,,,,,,,,,,,,,0.174,0.064,-0.064,0,,,,,,,,,0,1,19h13m47.37s,288.447388,+44d48m06.1s,44.801685,,,,,,,,,5117,200,0,0,0.78,,0,0,0.72,0.27,0,0,,,Kepler-330 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.95,0.72,-0.72,0,0.018,0.007,-0.007,0,,,,,0.1632,0.0037,-0.0037,0,2454976.304,0.00291,-0.00291,0,2014,3,0
Kepler-331,b,Transit,3,8.457496,0.000024,-0.000024,0,0.065,,,0,,,,,,,,,,,,,0.162,0.017,-0.017,0,,,,,,,,,0,1,19h27m20.24s,291.83432,+39d18m26.5s,39.307358,,,,,,,,,4347,200,0,0,0.51,,0,0,0.49,0.05,0,0,,,Kepler-331 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.82,0.19,-0.19,0,0.017,0.002,-0.002,0,,,,,0.096,0.003,-0.003,0,2454966.87,0.00185,-0.00185,0,2014,3,0
Kepler-331,c,Transit,3,17.28111,0.000064,-0.000064,0,0.105,,,0,,,,,,,,,,,,,0.164,0.017,-0.017,0,,,,,,,,,0,1,19h27m20.24s,291.83432,+39d18m26.5s,39.307358,,,,,,,,,4347,200,0,0,0.51,,0,0,0.49,0.05,0,0,,,Kepler-331 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.84,0.19,-0.19,0,0.017,0.002,-0.002,0,,,,,0.1155,0.003,-0.003,0,2454969.008,0.00216,-0.00216,0,2014,3,0
Kepler-331,d,Transit,3,32.134328,0.000216,-0.000216,0,0.159,,,0,,,,,,,,,,,,,0.146,0.015,-0.015,0,,,,,,,,,0,1,19h27m20.24s,291.83432,+39d18m26.5s,39.307358,,,,,,,,,4347,200,0,0,0.51,,0,0,0.49,0.05,0,0,,,Kepler-331 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.64,0.17,-0.17,0,0.015,0.002,-0.002,0,,,,,0.1173,0.0055,-0.0055,0,2454975.268,0.00375,-0.00375,0,2014,3,0
Kepler-332,b,Transit,3,7.626324,0.000028,-0.000028,0,0.07,,,0,,,,,,,,,,,,,0.104,0.007,-0.007,0,,,,,,,,,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,,,,,,,,,4955,100,0,0,0.8,,0,0,0.72,0.04,0,0,,,Kepler-332 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.17,0.08,-0.08,0,0.011,0.001,-0.001,0,,,,,0.0987,0.003,-0.003,0,2454969.017,0.00221,-0.00221,0,2014,3,0
Kepler-332,c,Transit,3,15.995622,0.000108,-0.000108,0,0.114,,,0,,,,,,,,,,,,,0.097,0.007,-0.007,0,,,,,,,,,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,,,,,,,,,4955,100,0,0,0.8,,0,0,0.72,0.04,0,0,,,Kepler-332 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.09,0.08,-0.08,0,0.01,0.001,-0.001,0,,,,,0.1408,0.0053,-0.0053,0,2454977.238,0.00423,-0.00423,0,2014,3,0
Kepler-332,d,Transit,3,34.21154,0.000326,-0.000326,0,0.189,,,0,,,,,,,,,,,,,0.105,0.007,-0.007,0,,,,,,,,,0,1,19h06m39.11s,286.662964,+47d24m49.3s,47.4137,,,,,,,,,4955,100,0,0,0.8,,0,0,0.72,0.04,0,0,,,Kepler-332 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.18,0.08,-0.08,0,0.011,0.001,-0.001,0,,,,,0.1962,0.0068,-0.0068,0,2454987.577,0.00584,-0.00584,0,2014,3,0
Kepler-333,b,Transit,2,12.551158,0.000044,-0.000044,0,0.087,,,0,,,,,,,,,,,,,0.118,0.014,-0.014,0,,,,,,,,,0,1,19h29m08.66s,292.286072,+40d54m48.9s,40.913586,,,,,,,,,4259,200,0,0,0.54,,0,0,0.53,0.05,0,0,,,Kepler-333 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.32,0.16,-0.16,0,0.012,0.002,-0.002,0,,,,,0.134,0.0029,-0.0029,0,2454970.261,0.00226,-0.00226,0,2014,3,0
Kepler-333,c,Transit,2,24.08821,0.000207,-0.000207,0,0.135,,,0,,,,,,,,,,,,,0.099,0.018,-0.018,0,,,,,,,,,0,1,19h29m08.66s,292.286072,+40d54m48.9s,40.913586,,,,,,,,,4259,200,0,0,0.54,,0,0,0.53,0.05,0,0,,,Kepler-333 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.11,0.2,-0.2,0,0.01,0.002,-0.002,0,,,,,0.1663,0.0058,-0.0058,0,2454967.425,0.00501,-0.00501,0,2014,3,0
Kepler-334,b,Transit,3,5.470319,0.000021,-0.000021,0,0.061,,,0,,,,,,,,,,,,,0.1,0.019,-0.019,0,,,,,,,,,0,1,19h08m33.76s,287.140656,+47d06m54.7s,47.115196,,,,,,,,,5828,100,0,0,1,,0,0,1.07,0.19,0,0,,,Kepler-334 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.12,0.21,-0.21,0,0.01,0.002,-0.002,0,,,,,0.1267,0.0027,-0.0027,0,2454964.495,0.00211,-0.00211,0,2014,3,0
Kepler-334,c,Transit,3,12.758005,0.000055,-0.000055,0,0.107,,,0,,,,,,,,,,,,,0.128,0.023,-0.023,0,,,,,,,,,0,1,19h08m33.76s,287.140656,+47d06m54.7s,47.115196,,,,,,,,,5828,100,0,0,1,,0,0,1.07,0.19,0,0,,,Kepler-334 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.43,0.26,-0.26,0,0.013,0.002,-0.002,0,,,,,0.1703,0.003,-0.003,0,2454966.958,0.00256,-0.00256,0,2014,3,0
Kepler-334,d,Transit,3,25.09849,0.000142,-0.000142,0,0.168,,,0,,,,,,,,,,,,,0.126,0.023,-0.023,0,,,,,,,,,0,1,19h08m33.76s,287.140656,+47d06m54.7s,47.115196,,,,,,,,,5828,100,0,0,1,,0,0,1.07,0.19,0,0,,,Kepler-334 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.41,0.26,-0.26,0,0.013,0.002,-0.002,0,,,,,0.1153,0.0042,-0.0042,0,2454978.569,0.00345,-0.00345,0,2014,3,0
Kepler-335,b,Transit,2,6.562331,0.000031,-0.000031,0,0.075,,,0,,,,,,,,,,,,,0.302,0.06,-0.06,0,,,,,,,,,0,1,19h44m15.43s,296.064301,+45d25m43.0s,45.428623,,,,,,,,,5877,112,0,0,0.99,,0,0,1.85,0.35,0,0,,,Kepler-335 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.39,0.67,-0.67,0,0.031,0.006,-0.006,0,,,,,0.1681,0.0028,-0.0028,0,2454965.606,0.00278,-0.00278,0,2014,3,0
Kepler-335,c,Transit,2,67.844469,0.001423,-0.001423,0,0.356,,,0,,,,,,,,,,,,,0.274,0.059,-0.059,0,,,,,,,,,0,1,19h44m15.43s,296.064301,+45d25m43.0s,45.428623,,,,,,,,,5877,112,0,0,0.99,,0,0,1.85,0.35,0,0,,,Kepler-335 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.07,0.66,-0.66,0,0.028,0.006,-0.006,0,,,,,0.5065,0.0147,-0.0147,0,2454982.499,0.01285,-0.01285,0,2014,3,0
Kepler-336,b,Transit,3,2.024823,0.000017,-0.000017,0,0.033,,,0,,,,,,,,,,,,,0.091,0.017,-0.017,0,,,,,,,,,0,1,19h20m57.03s,290.23764,+41d19m52.9s,41.331371,,,,,,,,,5867,100,0,0,0.89,,0,0,1.3,0.23,0,0,,,Kepler-336 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.02,0.19,-0.19,0,0.009,0.002,-0.002,0,,,,,0.1151,0.0055,-0.0055,0,2454965.356,0.00475,-0.00475,0,2014,3,0
Kepler-336,c,Transit,3,9.600001,0.000035,-0.000035,0,0.092,,,0,,,,,,,,,,,,,0.187,0.033,-0.033,0,,,,,,,,,0,1,19h20m57.03s,290.23764,+41d19m52.9s,41.331371,,,,,,,,,5867,100,0,0,0.89,,0,0,1.3,0.23,0,0,,,Kepler-336 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.1,0.37,-0.37,0,0.019,0.003,-0.003,0,,,,,0.1768,0.0025,-0.0025,0,2454969.582,0.00196,-0.00196,0,2014,3,0
Kepler-336,d,Transit,3,20.678772,0.000102,-0.000102,0,0.154,,,0,,,,,,,,,,,,,0.211,0.043,-0.043,0,,,,,,,,,0,1,19h20m57.03s,290.23764,+41d19m52.9s,41.331371,,,,,,,,,5867,100,0,0,0.89,,0,0,1.3,0.23,0,0,,,Kepler-336 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.37,0.48,-0.48,0,0.022,0.004,-0.004,0,,,,,0.1881,0.0036,-0.0036,0,2454984.691,0.00286,-0.00286,0,2014,3,0
Kepler-337,b,Transit,2,3.292781,0.000019,-0.000019,0,0.045,,,0,,,,,,,,,,,,,0.137,0.038,-0.038,0,,,,,,,,,0,1,19h20m14.52s,290.060486,+47d09m50.2s,47.163956,,,,,,,,,5684,175,0,0,0.96,,0,0,1.76,0.48,0,0,,,Kepler-337 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.54,0.43,-0.43,0,0.014,0.004,-0.004,0,,,,,0.1986,0.004,-0.004,0,2454966.01,0.00345,-0.00345,0,2014,3,0
Kepler-337,c,Transit,2,9.693201,0.000047,-0.000047,0,0.093,,,0,,,,,,,,,,,,,0.183,0.051,-0.051,0,,,,,,,,,0,1,19h20m14.52s,290.060486,+47d09m50.2s,47.163956,,,,,,,,,5684,175,0,0,0.96,,0,0,1.76,0.48,0,0,,,Kepler-337 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.05,0.57,-0.57,0,0.019,0.005,-0.005,0,,,,,0.2295,0.0033,-0.0033,0,2454965.812,0.00291,-0.00291,0,2014,3,0
Kepler-338,b,Transit,4,13.726976,0.000059,-0.000059,0,0.117,,,0,,,,,,,,,,,,,0.218,0.012,-0.012,0,,,,,,,,,1,1,18h51m54.95s,282.978943,+40d47m03.7s,40.784348,,,,,,,,,5923,77,0,0,1.1,,0,0,1.74,0.08,0,0,,,Kepler-338 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.44,0.13,-0.13,0,0.022,0.001,-0.001,0,,,,,0.3037,0.0035,-0.0035,0,2454971.748,0.00247,-0.00247,0,2014,3,0
Kepler-338,c,Transit,4,24.310856,0.000158,-0.000158,0,0.172,,,0,,,,,,,,,,,,,0.209,0.011,-0.011,0,,,,,,,,,0,1,18h51m54.95s,282.978943,+40d47m03.7s,40.784348,,,,,,,,,5923,77,0,0,1.1,,0,0,1.74,0.08,0,0,,,Kepler-338 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.34,0.12,-0.12,0,0.021,0.001,-0.001,0,,,,,0.3675,0.0049,-0.0049,0,2454970.041,0.00397,-0.00397,0,2014,3,0
Kepler-338,d,Transit,4,44.431014,0.000368,-0.000368,0,0.257,,,0,,,,,,,,,,,,,0.268,0.025,-0.025,0,,,,,,,,,0,1,18h51m54.95s,282.978943,+40d47m03.7s,40.784348,,,,,,,,,5923,77,0,0,1.1,,0,0,1.74,0.08,0,0,,,Kepler-338 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,0.28,-0.28,0,0.028,0.003,-0.003,0,,,,,0.4427,0.0065,-0.0065,0,2454976.542,0.0048,-0.0048,0,2014,3,0
Kepler-338,e,Transit Timing Variations,4,9.341,,,0,,,,,,,,,0.027,0.023,-0.02,0,,,,,0.139,0.006,-0.006,0,,,,,,,,,1,1,18h51m54.95s,282.978943,+40d47m03.7s,40.784348,,,,,,,,,5923,77,0,0,1.1,,0,0,1.74,0.08,0,0,,,Kepler-338 e,1,0,0,0,0,0,,,,,,,,,,,,,8.5,7.2,-6.3,0,,,,,1.56,0.07,-0.07,0,0.014,0.001,-0.001,0,,,,,,,,,,,,,2014,3,0
Kepler-339,b,Transit,3,4.977656,0.000019,-0.000019,0,0.055,,,0,,,,,,,,,,,,,0.127,0.059,-0.059,0,,,,,,,,,0,1,19h33m24.41s,293.351715,+48d26m40.7s,48.444641,,,,,,,,,5631,200,0,0,0.84,,0,0,0.8,0.36,0,0,,,Kepler-339 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.42,0.66,-0.66,0,0.013,0.006,-0.006,0,,,,,0.1064,0.0029,-0.0029,0,2454967.672,0.00227,-0.00227,0,2014,3,0
Kepler-339,c,Transit,3,6.988055,0.000053,-0.000053,0,0.069,,,0,,,,,,,,,,,,,0.103,0.046,-0.046,0,,,,,,,,,0,1,19h33m24.41s,293.351715,+48d26m40.7s,48.444641,,,,,,,,,5631,200,0,0,0.84,,0,0,0.8,0.36,0,0,,,Kepler-339 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.15,0.52,-0.52,0,0.011,0.005,-0.005,0,,,,,0.1313,0.0054,-0.0054,0,2454965.561,0.00446,-0.00446,0,2014,3,0
Kepler-339,d,Transit,3,10.558345,0.000081,-0.000081,0,0.091,,,0,,,,,,,,,,,,,0.104,0.047,-0.047,0,,,,,,,,,0,1,19h33m24.41s,293.351715,+48d26m40.7s,48.444641,,,,,,,,,5631,200,0,0,0.84,,0,0,0.8,0.36,0,0,,,Kepler-339 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.17,0.53,-0.53,0,0.011,0.005,-0.005,0,,,,,0.1421,0.005,-0.005,0,2454969.347,0.0045,-0.0045,0,2014,3,0
Kepler-340,b,Transit,2,14.844387,0.000473,-0.000473,0,0.134,,,0,,,,,,,,,,,,,0.226,0.054,-0.054,0,,,,,,,,,0,1,19h43m44.03s,295.933472,+40d18m02.1s,40.300571,,,,,,,,,6620,376,0,0,2.11,,0,0,1.85,0.42,0,0,,,Kepler-340 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.53,0.6,-0.6,0,0.023,0.005,-0.005,0,,,,,0.2344,0.0229,-0.0229,0,2454976.583,0.01595,-0.01595,0,2014,3,0
Kepler-340,c,Transit,2,22.824669,0.000481,-0.000481,0,0.178,,,0,,,,,,,,,,,,,0.301,0.069,-0.069,0,,,,,,,,,0,1,19h43m44.03s,295.933472,+40d18m02.1s,40.300571,,,,,,,,,6620,376,0,0,2.11,,0,0,1.85,0.42,0,0,,,Kepler-340 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.37,0.77,-0.77,0,0.031,0.007,-0.007,0,,,,,0.2756,0.0141,-0.0141,0,2454977.466,0.00945,-0.00945,0,2014,3,0
