pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_disc,pl_status,pl_mnum
Kepler-300,c,Transit,2,40.714955,0.000245,-0.000245,0,0.232,,,0,,,,,,,,,,,,,0.201,0.093,-0.093,0,,,,,,,,,0,1,19h41m09.29s,295.288696,+48d35m59.0s,48.59972,,,,,,,,,5986,200,0,0,0.94,,0,0,0.9,0.41,0,0,,,Kepler-300 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.25,1.04,-1.04,0,0.021,0.009,-0.009,0,,,,,0.3622,0.0058,-0.0058,0,2454979.564,0.00343,-0.00343,0,2014,3,0
Kepler-301,b,Transit,3,2.508553,0.000012,-0.000012,0,0.036,,,0,,,,,,,,,,,,,0.12,0.064,-0.064,0,,,,,,,,,0,1,18h55m55.91s,283.982971,+49d13m58.8s,49.23299,,,,,,,,,5815,200,0,0,0.91,,0,0,0.9,0.48,0,0,,,Kepler-301 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.35,0.72,-0.72,0,0.012,0.007,-0.007,0,,,,,0.0956,0.003,-0.003,0,2454968.01,0.00232,-0.00232,0,2014,3,0
Kepler-301,c,Transit,3,5.419026,0.000032,-0.000032,0,0.06,,,0,,,,,,,,,,,,,0.12,0.064,-0.064,0,,,,,,,,,0,1,18h55m55.91s,283.982971,+49d13m58.8s,49.23299,,,,,,,,,5815,200,0,0,0.91,,0,0,0.9,0.48,0,0,,,Kepler-301 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.35,0.72,-0.72,0,0.012,0.007,-0.007,0,,,,,0.095,0.0041,-0.0041,0,2454964.645,0.00371,-0.00371,0,2014,3,0
Kepler-301,d,Transit,3,13.751243,0.000081,-0.000081,0,0.112,,,0,,,,,,,,,,,,,0.156,0.084,-0.084,0,,,,,,,,,0,1,18h55m55.91s,283.982971,+49d13m58.8s,49.23299,,,,,,,,,5815,200,0,0,0.91,,0,0,0.9,0.48,0,0,,,Kepler-301 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.75,0.94,-0.94,0,0.016,0.009,-0.009,0,,,,,0.1649,0.004,-0.004,0,2454977.612,0.00347,-0.00347,0,2014,3,0
Kepler-302,b,Transit,2,30.184104,0.000203,-0.000203,0,0.193,,,0,,,,,,,,,,,,,0.362,0.076,-0.076,0,,,,,,,,,0,1,19h37m16.08s,294.316986,+43d37m45.6s,43.629345,,,,,,,,,5740,107,0,0,,,,,1.22,0.25,0,0,,,Kepler-302 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4.06,0.85,-0.85,0,0.037,0.008,-0.008,0,,,,,0.2475,0.0048,-0.0048,0,2454979.64,0.00373,-0.00373,0,2014,3,0
Kepler-302,c,Transit,2,127.282184,0.000427,-0.000427,0,0.503,,,0,,,,,,,,,,,,,1.111,0.227,-0.227,0,,,,,,,,,0,1,19h37m16.08s,294.316986,+43d37m45.6s,43.629345,,,,,,,,,5740,107,0,0,,,,,1.22,0.25,0,0,,,Kepler-302 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,12.45,2.54,-2.54,0,0.114,0.023,-0.023,0,,,,,0.2983,0.004,-0.004,0,2454996.889,0.00213,-0.00213,0,2014,3,0
Kepler-303,b,Transit,2,1.937055,0.000004,-0.000004,0,0.024,,,0,,,,,,,,,,,,,0.079,0.004,-0.004,0,,,,,,,,,0,1,18h52m32.51s,283.135468,+43d39m25.4s,43.657055,,,,,,,,,3944,150,0,0,0.59,,0,0,0.48,0.03,0,0,,,Kepler-303 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.89,0.05,-0.05,0,0.008,0.001,-0.001,0,,,,,0.064,0.0017,-0.0017,0,2454967.719,0.00124,-0.00124,0,2014,3,0
Kepler-303,c,Transit,2,7.061149,0.000019,-0.000019,0,0.057,,,0,,,,,,,,,,,,,0.102,0.008,-0.008,0,,,,,,,,,0,1,18h52m32.51s,283.135468,+43d39m25.4s,43.657055,,,,,,,,,3944,150,0,0,0.59,,0,0,0.48,0.03,0,0,,,Kepler-303 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.14,0.09,-0.09,0,0.011,0.001,-0.001,0,,,,,0.0439,0.0026,-0.0026,0,2454969.272,0.00152,-0.00152,0,2014,3,0
Kepler-304,b,Transit,3,3.295709,0.000002,-0.000002,0,0.039,,,0,,,,,,,,,,,,,0.255,0.019,-0.019,0,,,,,,,,,0,1,19h37m46.03s,294.441772,+40d33m27.3s,40.557587,,,,,,,,,4731,100,0,0,0.8,,0,0,0.69,0.04,0,0,,,Kepler-304 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.86,0.21,-0.21,0,0.026,0.002,-0.002,0,,,,,0.0749,0.0007,-0.0007,0,2454966.965,0.00037,-0.00037,0,2014,3,0
Kepler-304,c,Transit,3,5.315946,0.000007,-0.000007,0,0.054,,,0,,,,,,,,,,,,,0.194,0.013,-0.013,0,,,,,,,,,0,1,19h37m46.03s,294.441772,+40d33m27.3s,40.557587,,,,,,,,,4731,100,0,0,0.8,,0,0,0.69,0.04,0,0,,,Kepler-304 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.17,0.15,-0.15,0,0.02,0.001,-0.001,0,,,,,0.0464,0.0014,-0.0014,0,2454965.429,0.00085,-0.00085,0,2014,3,0
Kepler-304,d,Transit,3,9.653471,0.000015,-0.000015,0,0.08,,,0,,,,,,,,,,,,,0.245,0.019,-0.019,0,,,,,,,,,0,1,19h37m46.03s,294.441772,+40d33m27.3s,40.557587,,,,,,,,,4731,100,0,0,0.8,,0,0,0.69,0.04,0,0,,,Kepler-304 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.75,0.21,-0.21,0,0.025,0.002,-0.002,0,,,,,0.1245,0.0014,-0.0014,0,2454967.856,0.00091,-0.00091,0,2014,3,0
Kepler-305,b,Transit,3,5.487,,,0,,,,,,,,,0.033,0.008,-0.006,0,,,,,0.321,0.08,-0.032,0,,,,,,,,,1,1,19h56m53.83s,299.224304,+40d20m35.5s,40.343182,,,,,,,,,5100,100,0,0,0.76,0.13,0,0,0.79,0.05,0,0,,,Kepler-305 b,1,0,0,0,0,0,,,,,,,,,,,,,10.5,2.6,-2,0,,,,,3.6,0.9,-0.36,0,0.033,0.008,-0.003,0,,,,,,,,,,,,,2013,3,0
Kepler-305,c,Transit,3,8.291,,,0,,,,,,,,,0.019,0.008,-0.007,0,,,,,0.294,0.073,-0.029,0,,,,,,,,,1,1,19h56m53.83s,299.224304,+40d20m35.5s,40.343182,,,,,,,,,5100,100,0,0,0.76,0.13,0,0,0.79,0.05,0,0,,,Kepler-305 c,1,0,0,0,0,0,,,,,,,,,,,,,6,2.4,-2.2,0,,,,,3.3,0.82,-0.33,0,0.03,0.007,-0.003,0,,,,,,,,,,,,,2013,3,0
Kepler-305,d,Transit,3,16.738661,0.000145,-0.000145,0,0.121,,,0,,,,,,,,,,,,,0.242,0.037,-0.037,0,,,,,,,,,0,1,19h56m53.83s,299.224304,+40d20m35.5s,40.343182,,,,,,,,,5100,100,0,0,0.76,0.13,0,0,0.79,0.05,0,0,,,Kepler-305 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.71,0.41,-0.41,0,0.025,0.004,-0.004,0,,,,,0.1025,0.0057,-0.0057,0,2455192.416,0.00358,-0.00358,0,2014,3,0
Kepler-306,b,Transit,4,4.646186,0.000025,-0.000025,0,0.05,,,0,,,,,,,,,,,,,0.136,0.009,-0.009,0,,,,,,,,,0,1,19h14m09.28s,288.538666,+40d36m58.1s,40.616138,,,,,,,,,4954,100,0,0,0.82,,0,0,0.72,0.04,0,0,,,Kepler-306 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.52,0.1,-0.1,0,0.014,0.001,-0.001,0,,,,,0.0965,0.0034,-0.0034,0,2455187.591,0.00257,-0.00257,0,2014,3,0
Kepler-306,c,Transit,4,7.240193,0.000032,-0.000032,0,0.067,,,0,,,,,,,,,,,,,0.21,0.017,-0.017,0,,,,,,,,,0,1,19h14m09.28s,288.538666,+40d36m58.1s,40.616138,,,,,,,,,4954,100,0,0,0.82,,0,0,0.72,0.04,0,0,,,Kepler-306 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.35,0.19,-0.19,0,0.022,0.002,-0.002,0,,,,,0.1272,0.0029,-0.0029,0,2455188.013,0.00219,-0.00219,0,2014,3,0
Kepler-306,d,Transit,4,17.326644,0.000137,-0.000137,0,0.12,,,0,,,,,,,,,,,,,0.22,0.021,-0.021,0,,,,,,,,,0,1,19h14m09.28s,288.538666,+40d36m58.1s,40.616138,,,,,,,,,4954,100,0,0,0.82,,0,0,0.72,0.04,0,0,,,Kepler-306 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.47,0.24,-0.24,0,0.023,0.002,-0.002,0,,,,,0.199,0.0043,-0.0043,0,2455193.509,0.00396,-0.00396,0,2014,3,0
Kepler-306,e,Transit,4,44.840975,0.000439,-0.000439,0,0.227,,,0,,,,,,,,,,,,,0.203,0.013,-0.013,0,,,,,,,,,0,1,19h14m09.28s,288.538666,+40d36m58.1s,40.616138,,,,,,,,,4954,100,0,0,0.82,,0,0,0.72,0.04,0,0,,,Kepler-306 e,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.27,0.15,-0.15,0,0.021,0.001,-0.001,0,,,,,0.2285,0.0075,-0.0075,0,2455192.874,0.00446,-0.00446,0,2014,3,0
Kepler-307,b,Transit,2,10.416,,,0,,,,,,,,,0.01,0.002,-0.002,0,,,,,0.285,0.107,-0.041,0,,,,,,,,,1,1,19h51m10.83s,297.795135,+40d25m03.7s,40.417702,,,,,,,,,5445,,0,0,0.98,0.14,0,0,1.08,0.41,0,0,,,Kepler-307 b,1,0,0,0,0,0,,,,,,,,,,,,,3.1,0.6,-0.5,0,,,,,3.2,1.2,-0.46,0,0.029,0.011,-0.004,0,,,,,,,,,,,,,2013,3,0
Kepler-307,c,Transit,2,13.084,,,0,,,,,,,,,0.005,0.002,-0.001,0,,,,,0.25,0.094,-0.037,0,,,,,,,,,1,1,19h51m10.83s,297.795135,+40d25m03.7s,40.417702,,,,,,,,,5445,,0,0,0.98,0.14,0,0,1.08,0.41,0,0,,,Kepler-307 c,1,0,0,0,0,0,,,,,,,,,,,,,1.5,0.5,-0.4,0,,,,,2.8,1.05,-0.41,0,0.026,0.01,-0.004,0,,,,,,,,,,,,,2013,3,0
Kepler-308,b,Transit,2,9.694928,0.00009,-0.00009,0,0.09,,,0,,,,,,,,,,,,,0.189,0.091,-0.091,0,,,,,,,,,0,1,19h43m08.44s,295.785156,+40d26m22.4s,40.439548,,,,,,,,,5895,200,0,0,,,,,0.94,0.45,0,0,,,Kepler-308 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.12,1.02,-1.02,0,0.019,0.009,-0.009,0,,,,,0.1087,0.0056,-0.0056,0,2455015.456,0.00558,-0.00558,0,2014,3,0
Kepler-308,c,Transit,2,15.38231,0.000171,-0.000171,0,0.123,,,0,,,,,,,,,,,,,0.193,0.093,-0.093,0,,,,,,,,,0,1,19h43m08.44s,295.785156,+40d26m22.4s,40.439548,,,,,,,,,5895,200,0,0,,,,,0.94,0.45,0,0,,,Kepler-308 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.16,1.04,-1.04,0,0.02,0.009,-0.009,0,,,,,0.1646,0.0065,-0.0065,0,2454972.083,0.00623,-0.00623,0,2014,3,0
Kepler-309,b,Transit,2,5.923653,0.000028,-0.000028,0,0.059,,,0,,,,,,,,,,,,,0.139,0.012,-0.012,0,,,,,,,,,0,1,19h50m02.37s,297.509857,+46d57m40.6s,46.961281,,,,,,,,,4713,100,0,0,,,,,0.72,0.04,0,0,,,Kepler-309 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.56,0.14,-0.14,0,0.014,0.001,-0.001,0,,,,,0.1161,0.0033,-0.0033,0,2454967.682,0.00245,-0.00245,0,2014,3,0
Kepler-309,c,Transit,2,105.356383,0.000857,-0.000857,0,0.401,,,0,,,,,,,,,,,,,0.224,0.016,-0.016,0,,,,,,,,,0,1,19h50m02.37s,297.509857,+46d57m40.6s,46.961281,,,,,,,,,4713,100,0,0,,,,,0.72,0.04,0,0,,,Kepler-309 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.51,0.18,-0.18,0,0.023,0.002,-0.002,0,,,,,0.1524,0.007,-0.007,0,2454971.684,0.00345,-0.00345,0,2014,3,0
Kepler-310,b,Transit,3,13.930698,0.000108,-0.000108,0,0.111,,,0,,,,,,,,,,,,,0.106,0.05,-0.05,0,,,,,,,,,0,1,19h15m21.45s,288.839355,+46d59m12.3s,46.986744,,,,,,,,,5797,200,0,0,0.85,,0,0,0.88,0.41,0,0,,,Kepler-310 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.19,0.56,-0.56,0,0.011,0.005,-0.005,0,,,,,0.0877,0.0063,-0.0063,0,2454967.427,0.0047,-0.0047,0,2014,3,0
Kepler-310,c,Transit,3,56.47542,0.000207,-0.000207,0,0.281,,,0,,,,,,,,,,,,,0.302,0.141,-0.141,0,,,,,,,,,0,1,19h15m21.45s,288.839355,+46d59m12.3s,46.986744,,,,,,,,,5797,200,0,0,0.85,,0,0,0.88,0.41,0,0,,,Kepler-310 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.38,1.58,-1.58,0,0.031,0.015,-0.015,0,,,,,0.2555,0.0087,-0.0087,0,2454976.813,0.00221,-0.00221,0,2014,3,0
Kepler-310,d,Transit,3,92.876125,0.000785,-0.000785,0,0.392,,,0,,,,,,,,,,,,,0.22,0.103,-0.103,0,,,,,,,,,0,1,19h15m21.45s,288.839355,+46d59m12.3s,46.986744,,,,,,,,,5797,200,0,0,0.85,,0,0,0.88,0.41,0,0,,,Kepler-310 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.47,1.15,-1.15,0,0.023,0.011,-0.011,0,,,,,0.2969,0.007,-0.007,0,2454978.926,0.00419,-0.00419,0,2014,3,0
Kepler-311,b,Transit,2,9.176092,0.000057,-0.000057,0,0.087,,,0,,,,,,,,,,,,,0.152,0.029,-0.029,0,,,,,,,,,0,1,18h48m14.71s,282.061279,+47d05m07.8s,47.085491,,,,,,,,,5905,131,0,0,1.06,,0,0,1.19,0.23,0,0,,,Kepler-311 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.7,0.33,-0.33,0,0.016,0.003,-0.003,0,,,,,0.1809,0.0046,-0.0046,0,2454971.717,0.00374,-0.00374,0,2014,3,0
Kepler-311,c,Transit,2,19.738286,0.000205,-0.000205,0,0.145,,,0,,,,,,,,,,,,,0.128,0.025,-0.025,0,,,,,,,,,0,1,18h48m14.71s,282.061279,+47d05m07.8s,47.085491,,,,,,,,,5905,131,0,0,1.06,,0,0,1.19,0.23,0,0,,,Kepler-311 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.43,0.28,-0.28,0,0.013,0.003,-0.003,0,,,,,0.2025,0.0075,-0.0075,0,2454966.285,0.0065,-0.0065,0,2014,3,0
Kepler-312,b,Transit,2,1.772419,0.000012,-0.000012,0,0.031,,,0,,,,,,,,,,,,,0.115,0.022,-0.022,0,,,,,,,,,0,1,19h53m34.99s,298.395782,+42d27m35.1s,42.459755,,,,,,,,,6115,100,0,0,1.23,,0,0,1.47,0.28,0,0,,,Kepler-312 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.29,0.25,-0.25,0,0.012,0.002,-0.002,0,,,,,0.1022,0.0046,-0.0046,0,2454965.088,0.00381,-0.00381,0,2014,3,0
Kepler-312,c,Transit,2,19.747412,0.000068,-0.000068,0,0.153,,,0,,,,,,,,,,,,,0.281,0.054,-0.054,0,,,,,,,,,0,1,19h53m34.99s,298.395782,+42d27m35.1s,42.459755,,,,,,,,,6115,100,0,0,1.23,,0,0,1.47,0.28,0,0,,,Kepler-312 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.15,0.61,-0.61,0,0.029,0.006,-0.006,0,,,,,0.1407,0.0028,-0.0028,0,2454980.104,0.00191,-0.00191,0,2014,3,0
Kepler-313,b,Transit,2,14.970418,0.000114,-0.000114,0,0.125,,,0,,,,,,,,,,,,,0.226,0.028,-0.028,0,,,,,,,,,0,1,19h53m10.78s,298.294922,+48d46m31.7s,48.775459,,,,,,,,,5727,100,0,0,0.9,,0,0,1.54,0.16,0,0,,,Kepler-313 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.53,0.31,-0.31,0,0.023,0.003,-0.003,0,,,,,0.2441,0.0058,-0.0058,0,2454967.501,0.00429,-0.00429,0,2014,3,0
Kepler-313,c,Transit,2,32.273273,0.000819,-0.000819,0,0.208,,,0,,,,,,,,,,,,,0.229,0.037,-0.037,0,,,,,,,,,0,1,19h53m10.78s,298.294922,+48d46m31.7s,48.775459,,,,,,,,,5727,100,0,0,0.9,,0,0,1.54,0.16,0,0,,,Kepler-313 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.57,0.42,-0.42,0,0.024,0.004,-0.004,0,,,,,0.2713,0.016,-0.016,0,2454982.103,0.01367,-0.01367,0,2014,3,0
Kepler-314,b,Transit,2,2.461069,0.000013,-0.000013,0,0.035,,,0,,,,,,,,,,,,,0.074,0.011,-0.011,0,,,,,,,,,0,1,19h38m41.78s,294.674103,+42d04m32.1s,42.075588,,,,,,,,,5378,100,0,0,1.02,,0,0,0.95,0.14,0,0,,,Kepler-314 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.83,0.12,-0.12,0,0.008,0.001,-0.001,0,,,,,0.0955,0.0035,-0.0035,0,2454966.314,0.00341,-0.00341,0,2014,3,0
Kepler-314,c,Transit,2,5.960392,0.000005,-0.000005,0,0.064,,,0,,,,,,,,,,,,,0.259,0.038,-0.038,0,,,,,,,,,0,1,19h38m41.78s,294.674103,+42d04m32.1s,42.075588,,,,,,,,,5378,100,0,0,1.02,,0,0,0.95,0.14,0,0,,,Kepler-314 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.9,0.43,-0.43,0,0.027,0.004,-0.004,0,,,,,0.1152,0.0016,-0.0016,0,2454970.265,0.00051,-0.00051,0,2014,3,0
Kepler-315,b,Transit,2,96.101141,0.000918,-0.000918,0,0.402,,,0,,,,,,,,,,,,,0.336,0.07,-0.07,0,,,,,,,,,0,1,19h52m05.54s,298.023102,+43d21m48.7s,43.363522,,,,,,,,,5796,108,0,0,0.78,,0,0,1.04,0.2,0,0,,,Kepler-315 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.77,0.78,-0.78,0,0.035,0.007,-0.007,0,,,,,0.3483,0.0058,-0.0058,0,2455020.732,0.00518,-0.00518,0,2014,3,0
Kepler-315,c,Transit,2,265.469335,0.006223,-0.006223,0,0.791,,,0,,,,,,,,,,,,,0.37,0.086,-0.086,0,,,,,,,,,0,1,19h52m05.54s,298.023102,+43d21m48.7s,43.363522,,,,,,,,,5796,108,0,0,0.78,,0,0,1.04,0.2,0,0,,,Kepler-315 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4.15,0.96,-0.96,0,0.038,0.009,-0.009,0,,,,,0.4243,0.0249,-0.0249,0,2454984.068,0.01006,-0.01006,0,2014,3,0
Kepler-316,b,Transit,2,2.240508,0.000006,-0.000006,0,0.027,,,0,,,,,,,,,,,,,0.095,0.01,-0.01,0,,,,,,,,,0,1,19h23m18.24s,290.826019,+44d11m02.8s,44.184109,,,,,,,,,4204,200,0,0,0.53,,0,0,0.52,0.05,0,0,,,Kepler-316 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.06,0.11,-0.11,0,0.01,0.001,-0.001,0,,,,,0.0579,0.0023,-0.0023,0,2454970.822,0.00164,-0.00164,0,2014,3,0
Kepler-316,c,Transit,2,6.827766,0.000034,-0.000034,0,0.058,,,0,,,,,,,,,,,,,0.103,0.011,-0.011,0,,,,,,,,,0,1,19h23m18.24s,290.826019,+44d11m02.8s,44.184109,,,,,,,,,4204,200,0,0,0.53,,0,0,0.52,0.05,0,0,,,Kepler-316 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.16,0.12,-0.12,0,0.011,0.001,-0.001,0,,,,,0.1008,0.0213,-0.0213,0,2454971.614,0.00268,-0.00268,0,2014,3,0
Kepler-317,b,Transit,2,5.524242,0.000027,-0.000027,0,0.061,,,0,,,,,,,,,,,,,0.186,0.086,-0.086,0,,,,,,,,,0,1,19h39m46.53s,294.943878,+39d01m55.4s,39.032063,,,,,,,,,5497,200,0,0,0.95,,0,0,0.94,0.43,0,0,,,Kepler-317 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.09,0.96,-0.96,0,0.019,0.009,-0.009,0,,,,,0.1113,0.0045,-0.0045,0,2454968.619,0.00303,-0.00303,0,2014,3,0
Kepler-317,c,Transit,2,8.77501,0.000113,-0.000113,0,0.083,,,0,,,,,,,,,,,,,0.153,0.07,-0.07,0,,,,,,,,,0,1,19h39m46.53s,294.943878,+39d01m55.4s,39.032063,,,,,,,,,5497,200,0,0,0.95,,0,0,0.94,0.43,0,0,,,Kepler-317 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.72,0.79,-0.79,0,0.016,0.007,-0.007,0,,,,,0.119,0.01,-0.01,0,2454966.71,0.00707,-0.00707,0,2014,3,0
Kepler-318,b,Transit,2,4.662715,0.000003,-0.000003,0,0.056,,,0,,,,,,,,,,,,,0.42,0.074,-0.074,0,,,,,,,,,0,1,19h53m55.88s,298.482819,+46d47m37.0s,46.793617,,,,,,,,,5746,100,0,0,1.05,,0,0,1.19,0.21,0,0,,,Kepler-318 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4.71,0.83,-0.83,0,0.043,0.008,-0.008,0,,,,,0.1144,0.0005,-0.0005,0,2454967.082,0.00034,-0.00034,0,2014,3,0
Kepler-318,c,Transit,2,11.815007,0.00002,-0.00002,0,0.105,,,0,,,,,,,,,,,,,0.328,0.058,-0.058,0,,,,,,,,,0,1,19h53m55.88s,298.482819,+46d47m37.0s,46.793617,,,,,,,,,5746,100,0,0,1.05,,0,0,1.19,0.21,0,0,,,Kepler-318 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.68,0.65,-0.65,0,0.034,0.006,-0.006,0,,,,,0.1065,0.0016,-0.0016,0,2454966.09,0.00091,-0.00091,0,2014,3,0
Kepler-319,b,Transit,3,4.362705,0.000009,-0.000009,0,0.051,,,0,,,,,,,,,,,,,0.145,0.021,-0.021,0,,,,,,,,,0,1,19h15m14.87s,288.811951,+39d46m14.4s,39.770657,,,,,,,,,5526,100,0,0,1.29,,0,0,0.9,0.12,0,0,,,Kepler-319 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.63,0.23,-0.23,0,0.015,0.002,-0.002,0,,,,,0.0914,0.0017,-0.0017,0,2454968.231,0.00134,-0.00134,0,2014,3,0
Kepler-319,c,Transit,3,6.941357,0.000007,-0.000007,0,0.069,,,0,,,,,,,,,,,,,0.235,0.033,-0.033,0,,,,,,,,,0,1,19h15m14.87s,288.811951,+39d46m14.4s,39.770657,,,,,,,,,5526,100,0,0,1.29,,0,0,0.9,0.12,0,0,,,Kepler-319 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.63,0.37,-0.37,0,0.024,0.003,-0.003,0,,,,,0.0746,0.0012,-0.0012,0,2454970.543,0.00061,-0.00061,0,2014,3,0
Kepler-319,d,Transit,3,31.781925,0.000105,-0.000105,0,0.191,,,0,,,,,,,,,,,,,0.204,0.031,-0.031,0,,,,,,,,,0,1,19h15m14.87s,288.811951,+39d46m14.4s,39.770657,,,,,,,,,5526,100,0,0,1.29,,0,0,0.9,0.12,0,0,,,Kepler-319 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.29,0.35,-0.35,0,0.021,0.003,-0.003,0,,,,,0.161,0.0027,-0.0027,0,2454967.867,0.00205,-0.00205,0,2014,3,0
Kepler-320,b,Transit,2,8.371554,0.000162,-0.000162,0,0.085,,,0,,,,,,,,,,,,,0.102,0.048,-0.048,0,,,,,,,,,0,1,19h32m51.25s,293.213562,+46d10m30.5s,46.175125,,,,,,,,,6435,200,0,0,,,,,1.11,0.52,0,0,,,Kepler-320 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.14,0.54,-0.54,0,0.011,0.005,-0.005,0,,,,,0.1683,0.0162,-0.0162,0,2454970.677,0.01257,-0.01257,0,2014,3,0
Kepler-320,c,Transit,2,17.934937,0.000281,-0.000281,0,0.142,,,0,,,,,,,,,,,,,0.122,0.057,-0.057,0,,,,,,,,,0,1,19h32m51.25s,293.213562,+46d10m30.5s,46.175125,,,,,,,,,6435,200,0,0,,,,,1.11,0.52,0,0,,,Kepler-320 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.37,0.64,-0.64,0,0.013,0.006,-0.006,0,,,,,0.2192,0.0129,-0.0129,0,2454971.218,0.00801,-0.00801,0,2014,3,0
Kepler-321,b,Transit,2,4.915379,0.00001,-0.00001,0,0.057,,,0,,,,,,,,,,,,,0.158,0.03,-0.03,0,,,,,,,,,0,1,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,,,,,,,,,5740,100,0,0,1.01,,0,0,1.19,0.23,0,0,,,Kepler-321 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1.77,0.34,-0.34,0,0.016,0.003,-0.003,0,,,,,0.1135,0.0015,-0.0015,0,2454965.695,0.00128,-0.00128,0,2014,3,0
